MB,Datum osnivanja,Naziv preduzeća,Mesto,Poštanski broj,Adresa,Telefon,Pravni oblik,Šifra delatnosti,Naziv delatnosti,APR Status,NBS Status,Bonitetna ocena,Veličina,Promet (RSD),Neto dobit (RSD),Broj zaposlenih,Ebit (RSD),Ebitda (RSD),Email,Zastupnik,PDV Obveznik
21109339,5/26/2015,A.L.K.-N.B. PEŠTER DOO,Lukare,36306,LUKARE BB,694007777,Društvo sa ograničenom odgovornošću,4730,Trgovina na malo motornim gorivima u specijalizovanim prodavnicama,Aktivan,Aktivan,E1,Malo,107923890,465999,7,-3345000,133000,alknbpester2015@gmail.com,Vejsil Smajović,1 mesečni
21075523,1/20/2015,KILO COFFEE ROASTERS DOO BEOGRAD,Beograd (Savski Venac),11040,LJUTICE BOGDANA 1,641940828,Društvo sa ograničenom odgovornošću,4637,"Trgovina na veliko kafom, čajevima, kakaom i začinima",Aktivan,Aktivan,D1,Malo,107834956,26949,4,-3669000,-758000,info@kilo.rs,Nikola Vukomanović,1 mesečni
21139670,10/1/2015,EKOENERGETIKA DOO,Beograd (Palilula),11210,SUTJESKA ULICA 8 55 B,628800444,Društvo sa ograničenom odgovornošću,4322,"Postavljanje vodovodnih, kanalizacionih, grejnih i klimatizacionih sistema",Aktivan,Aktivan,C2,Malo,107712978,4191889,11,8637000,10820000,ekoenergetika.beograd@gmail.com,Željko Marković,1 mesečni
21131563,8/28/2015,DAVIES MEYER,Novi Sad,21107,FUTOŠKI PUT 35,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,B3,Malo,107527961,-1189898,25,-897000,-810000,kaca.vucinic@daviesmeyer.com,Kaća Vučinić,1 mesečni
21120359,7/10/2015,LEVEL ODRŽAVANJE D.O.O,Niš (Crveni Krst),18000,BULEVAR DVANAESTI FEBRUAR 121,62452516,Društvo sa ograničenom odgovornošću,4322,"Postavljanje vodovodnih, kanalizacionih, grejnih i klimatizacionih sistema",Aktivan,Aktivan,C2,Malo,107271936,943951,21,4082000,5440000,odrzavanje@level.rs,Ivan Cvetković,1 mesečni
21076619,1/22/2015,AAA FREIGHT,Kragujevac,34103,BRAĆE POLJAKOVIĆA 2B,642627630,Društvo sa ograničenom odgovornošću,5229,Ostale prateće delatnosti u saobraćaju,Aktivan,Aktivan,B2,Malo,104744968,3993982,52,5774000,7843000,ana@aaafreight.net,Aleksandra Arsić,1 mesečni
21084719,2/24/2015,DOO WOLF&WOLF TECHNOLOGIES NOVI SAD,Novi Sad,21101,BULEVAR OSLOBOĐENJA 56A,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,A1,Malo,104456955,5945979,18,8001000,9462000,office@wolf-wolf.net,Ines Lucia Kring,1 mesečni
21084727,2/24/2015,AGRODISKONT FLORA DOO NEGOTIN,Negotin,19300,MOMIRA RADOSAVLJEVIĆA PIKIJA 30,,Društvo sa ograničenom odgovornošću,4778,Ostala trgovina na malo novim proizvodima u specijalizovanim prodavnicama,Aktivan,Aktivan,B2,Malo,102550890,6085884,11,10239000,10830000,office@flora.rs,Ilenka Anđelović,1 mesečni
21076198,1/21/2015,ASIMA D.O.O,Beograd (Voždovac),11041,KUMODRAŠKA 253,113988586,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B1,Malo,102460901,15669990,7,17793000,18434000,info@asima.rs,Anđela Konrad,1 mesečni
21086606,3/2/2015,PEXON TEAM DOO,Beograd (Rakovica),11090,BULEVAR PATRIJARHA PAVLA 4 A,652209429,Društvo sa ograničenom odgovornošću,7911,Delatnost putničkih agencija,Aktivan,Aktivan,B2,Malo,102288890,13398929,30,11132000,22053000,office@pexonteam.rs,Predrag Marić,1 mesečni
21102580,4/29/2015,GRADNJA DEKOR - D DOO,Beograd (Novi Beograd),11077,SURČINSKA 209,669435549,Društvo sa ograničenom odgovornošću,4339,Ostali završni radovi,Aktivan,Aktivan,C2,Malo,102255964,1935943,8,4110000,5666000,d.radovanovicdekord@gmail.com,Dejan Radovanović,1 mesečni
21118753,7/3/2015,ŠTRAND BEKAVAR DOO KANJIŽA,Kanjiža,24420,OBALA TISE BB,632596730,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C2,Malo,101975919,2545950,25,3754000,5805000,grafopak@stcable.net,Miroslav Mučibabić,1 mesečni
21126560,8/7/2015,ITS KOVAČEVIĆ DOO,Inđija,22320,NIKOLE BURSAĆA 16,658558588,Društvo sa ograničenom odgovornošću,2599,Proizvodnja ostalih metalnih proizvoda,Aktivan,Aktivan,C2,Malo,101629905,5935902,7,7067000,10623000,info@szrkovacevic.rs,Slobodan Kovačević,1 mesečni
21078514,1/29/2015,COLD-STORAGE D.O.O. SUBOTICA,Subotica,24000,MAGNETNA POLJA BB,,Društvo sa ograničenom odgovornošću,5210,Skladištenje,Aktivan,Aktivan,C1,Malo,101156992,43791912,18,3080000,8699000,office@cold-storagedoo.com,Ljiljana Milović,1 mesečni
21123501,7/24/2015,GRAĐEVINSKO PREDUZEĆE FEY & FEY INVEST DOO,Tutin,36320,REVOLUCIJE BB,631577785,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C1,Malo,100793988,1785961,9,1936000,2993000,totalizvodi@gmail.com,Admir Dudić,1 mesečni
21075299,1/19/2015,AGRO - KABLAR DOO ČAČAK,Trbušani,32205,PUT ZA VALJEVO 25,,Društvo sa ograničenom odgovornošću,111,"Gajenje žita (osim pirinča), leguminoza i uljarica",Aktivan,Aktivan,C1,Malo,100616939,667890,5,1870000,4594000,agrokablar@gmail.com,Mirko Jovanović,1 mesečni
21102466,4/29/2015,DŽONA METAL,Saraorci,11315,KRALJA ALEKSANDRA 10,643626369,Društvo sa ograničenom odgovornošću,4752,"Trgovina na malo metalnom robom, bojama i staklom u specijalizovanim prodavnicama",Aktivan,Aktivan,C2,Malo,100515935,989883,5,1365000,2373000,dzonametal2015@gmail.com,Nikola Trajilović,1 mesečni
21124214,7/28/2015,SUPERLINO TRAVEL D.O.O,Beograd (Voždovac),11010,"PAUNOVA 24 SPRAT: I, BROJ STANA: LOKAL 115",113670349,Društvo sa ograničenom odgovornošću,7912,Delatnost tur-operatora,Aktivan,Aktivan,B3,Malo,100480900,39811990,9,47356000,48907000,superlinotravel@gmail.com,Miloš Lazarević,1 mesečni
21153389,11/26/2015,ALKOTRADE FLEXO FILMS D.O.O. ČAČAK,Čačak,32102,BULEVAR OSLOBOĐENJA 30,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C1,Malo,100094930,928953,1,1071000,1101000,ljiljana.drasovic@gmail.com,Ljiljana Drašović,1 mesečni
21086436,3/2/2015,TRAKON ELEKTRO DOO DONJI KOMREN,Donji Komren,18104,MLADOSTI 109,118580056,Društvo sa ograničenom odgovornošću,4652,Trgovina na veliko elektronskim i telekomunikacionim delovima i opremom,Aktivan,Aktivan,D1,Malo,99231945,444908,5,1250000,1706000,trakonelektro@gmail.com,Slađana Ristić,1 mesečni
21147761,11/4/2015,WDC DOO,Beograd (Novi Beograd),11077,SURČINSKI PUT 26/J,631949273,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C1,Malo,99184959,634964,6,1098000,1955000,wdc1rs@gmail.com,Rade Trbojević,1 mesečni
21153478,11/26/2015,S-COMPANY PLUS DOO PETROVAC NA MLAVI,Petrovac,12300,PETRA DOBRNJCA 1,12327767,Društvo sa ograničenom odgovornošću,4752,"Trgovina na malo metalnom robom, bojama i staklom u specijalizovanim prodavnicama",Aktivan,Aktivan,D2,Malo,98803910,4188959,17,-1197000,-973000,s-company@mts.rs,Dokija Stanojević,1 mesečni
21147087,11/2/2015,CP SECURITY GROUP INT. DOO,Pančevo,26101,KUDELJARSKI NASIP PRVA 124G,114120510,Društvo sa ograničenom odgovornošću,8020,Usluge sistema obezbeđenja,Aktivan,Aktivan,D3,Malo,98692946,-3644922,8,-1587000,841000,info@cpsecurity.rs,Dragan Suhanek,1 mesečni
21141798,10/12/2015,LA CO ME TECNO DOO,Adrani,36203,NIKOLE TESLE 268,,Društvo sa ograničenom odgovornošću,2562,Mašinska obrada metala,Aktivan,Aktivan,D1,Malo,98500899,5913990,18,-3624000,1411000,marina.lacometecno@gmail.com,Paolo Sgrigna,1 mesečni
21095257,4/1/2015,COOLSISTEM,Beograd (Voždovac),11050,OZRENSKA 4,641514807,Društvo sa ograničenom odgovornošću,4322,"Postavljanje vodovodnih, kanalizacionih, grejnih i klimatizacionih sistema",Aktivan,Aktivan,E3,Malo,98467973,123969,9,-181000,870000,zeljkoradanovic@gmail.com,Željko Radanović,1 mesečni
21099449,4/20/2015,BDR MEDIA D.O.O. BEOGRAD,Beograd (Palilula),11108,BOGDANA TIRNANIĆA 12,113809728,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,E2,Malo,97937996,2046907,6,-2081000,-1143000,office@bdrmedia.rs,Vladan Divović,1 mesečni
21148946,11/9/2015,BERRY4U,Beograd (Voždovac),11010,JOVANA BIJELIĆA 2,652255296,Društvo sa ograničenom odgovornošću,125,"Gajenje ostalog drvenastog, žbunastog i jezgrastog voća",Aktivan,Aktivan,E1,Malo,97665919,-7561921,3,-2814000,6127000,office@berry4u.com,Dejan Stajić,1 mesečni
21115886,6/22/2015,Y.Y.Y DOO,Zaječar,19000,TRG OSLOBOĐENJA 20,,Društvo sa ograničenom odgovornošću,4719,Ostala trgovina na malo u nespecijalizovanim prodavnicama,Aktivan,Aktivan,D1,Malo,97599950,1006990,23,1803000,4366000,huizi513@hotmail.com,Xiaohui Zhang,1 mesečni
21087874,3/6/2015,INDUSTRIJSKI PARKOVI,Rača,31330,"SLOBODNA ZONA, RAČA BB",,Društvo sa ograničenom odgovornošću,6820,Iznajmljivanje vlastitih ili iznajmljenih nekretnina i upravljanje njima,Aktivan,Aktivan,C3,Malo,97405910,-576963,25,-31718000,-6089000,ip.priboj@gmail.com,Milomir Lučić,1 mesečni
21144371,10/20/2015,STEFANOVIĆ FURNIRI DOO KNJAŽEVAC,Knjaževac,19350,DOKTORA HADŽIĆA 6,694424563,Društvo sa ograničenom odgovornošću,1621,Proizvodnja furnira i ploča od drveta,Aktivan,Aktivan,B2,Malo,97275965,2226886,30,4066000,6014000,martin.furnir@gmail.com,Martin Stefanović,1 mesečni
21096610,4/7/2015,HOLE IN ONE D.O.O. BEOGRAD,Beograd (Stari Grad),11103,BRAĆE JUGOVIĆA 16,113015387,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,D3,Malo,93804928,-6395926,17,-6248000,8016000,,Miloš Kostić,1 mesečni
21146641,10/30/2015,PRIMAR GMZ DOO,Beograd (Zvezdara),11050,VOJISLAVA ILIĆA 29 BROJ STANA: 4,693130145,Društvo sa ograničenom odgovornošću,1610,Rezanje i obrada drveta,Aktivan,Aktivan,C2,Malo,93606905,1005936,12,1006000,1718000,primargmz@gmail.com,Zoran Grujičić,1 mesečni
21093645,3/26/2015,AGRO KOOPERATIVA DRAGAČEVO D.O.O. BELI KAMEN,Beli Kamen,32235,OBILIĆEVA 1,628893724,Društvo sa ograničenom odgovornošću,5210,Skladištenje,Aktivan,Aktivan,C3,Malo,93092981,3703977,19,4018000,5660000,agrokooperativadragacevo@gmail.com,Vladimir Dmitrić,1 mesečni
21135780,9/15/2015,MASTER NOVOGRADNJA DOO,Šabac,15000,SEVERNA TRANSVERZALA 35,63237187,Društvo sa ograničenom odgovornošću,2223,Proizvodnja predmeta od plastike za građevinarstvo,Aktivan,Aktivan,B3,Malo,92482975,5053936,7,6175000,7055000,master.novogradnja@gmail.com,Nemanja Kapor,1 mesečni
21073172,1/9/2015,INSTITUT VIP CENTAR D.O.O,Leskovac,16000,OBRENA KOVAČEVIĆA 21,163436520,Društvo sa ograničenom odgovornošću,8020,Usluge sistema obezbeđenja,Aktivan,Aktivan,D2,Malo,90992994,6236921,22,5700000,15638000,vip.agencija@yahoo.com,Petar Stojilković,1 mesečni
21161063,12/30/2015,NZT TRANSPORT D.O.O. TOPOLA,Topola (varošica),34310,SOLUNSKIH RATNIKA 17,346812325,Društvo sa ograničenom odgovornošću,4941,Drumski prevoz tereta,Aktivan,Aktivan,C1,Malo,90738961,11222896,13,14868000,21512000,office@nzt.rs,Zoran Tomić,1 mesečni
21080632,2/5/2015,ALPEX FEED DOO,Silbaš,21433,BRAĆE NOVAKOV 61,212100262,Društvo sa ograničenom odgovornošću,4621,"Trgovina na veliko žitom, sirovim duvanom, semenjem i hranom za životinje",Aktivan,Aktivan,C2,Malo,90223983,685934,5,530000,1285000,alpex.feed@mts.rs,Dragana Perišić,1 mesečni
21084395,2/23/2015,LIGHTSOFT DOO NOVI SAD,Novi Sad,21102,DANILA KIŠA 20,638575141,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,C1,Malo,89798994,955903,19,3431000,6235000,marko.ovuka@gmail.com,Marko Ovuka,3 mesečni
21149225,11/10/2015,EXLRT SOUTH DOO,Niš (Mediana),18000,DOSITEJA OBRADOVIĆA 5,,Društvo sa ograničenom odgovornošću,6202,Konsultantske delatnosti u oblasti informacione tehnologije,Aktivan,Aktivan,A2,Malo,88765990,18412909,17,18413000,19070000,zeljko.zlatkovic@exlrt.com,Željko Zlatković,1 mesečni
21123340,7/23/2015,BOŽOVIĆ-AGRAR DOO,Cerova,31230,CEROVA BB,654000414,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,C3,Malo,87798956,4025971,2,3730000,6188000,bozovicagrar@gmail.com,Nikola Božović,1 mesečni
21074489,1/15/2015,DOO TRANSPORT VIŠKOVIĆ LUKIĆEVO,Lukićevo,23261,ŽELEZNIČKI RED 16,,Društvo sa ograničenom odgovornošću,4941,Drumski prevoz tereta,Aktivan,Aktivan,B3,Malo,87349946,2494979,18,3839000,8841000,transport.viskovic@gmail.com,Sanja Višković,1 mesečni
21131440,8/28/2015,SATEH DOO,Beograd (Voždovac),11222,MILUTINA MILJKOVIĆA 78I,604342433,Društvo sa ograničenom odgovornošću,2562,Mašinska obrada metala,Aktivan,Aktivan,D1,Malo,87208986,2712922,14,5309000,6715000,sasa.cukaric@gmail.com,Saša Čukarić,1 mesečni
21145629,10/27/2015,PUNKTUM SOLUTION DOO,Novi Sad,21102,NARODNOG FRONTA 55 A SPRAT: 1,213003923,Društvo sa ograničenom odgovornošću,8211,Kombinovane kancelarijsko-administrativne usluge,Aktivan,Aktivan,A3,Malo,86383966,2416941,30,3369000,4813000,info@punktumsolution.com,Margita Grbić,1 mesečni
21145882,10/27/2015,ELFOTIKS D.O.O. BEOGRAD,Beograd (Novi Beograd),11073,DR IVANA RIBARA 32 BROJ STANA: 14,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B2,Malo,84457982,10676984,2,13242000,13242000,info@fotodiskont.rs,Mladen Duvnjak,1 mesečni
21160253,12/25/2015,KOVAČEVIĆ TEŠOVIĆ COMPANY DOO,Beograd (Čukarica),11030,NIKOLAJA GOGOLJA 36,641110383,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,C1,Malo,84192935,690973,13,1602000,6215000,foodsquareusce@gmail.com,Milan Tešović,1 mesečni
21115541,6/19/2015,MOBIL TRANSPORT DOO,Beograd (Voždovac),11042,BERANSKA 51A BROJ STANA: 14,658233052,Društvo sa ograničenom odgovornošću,4941,Drumski prevoz tereta,Aktivan,Aktivan,C2,Malo,84012957,840955,6,349000,5500000,acoamt@gmail.com,Aleksandar Banduka,1 mesečni
21081922,2/11/2015,TEHNOLAB CMV D.O.O,Beograd (Čukarica),11030,TURGENJEVA 3,113545225,Društvo sa ograničenom odgovornošću,7219,Istraživanje i razvoj u ostalim prirodnim i tehničko-tehnološkim naukama,Aktivan,Aktivan,A3,Malo,83572969,9285898,21,11503000,14945000,office@tehnolab.rs,Ivan Sirotanović,1 mesečni
21104361,5/7/2015,DOO FIT SPORT PANČEVO,Pančevo,26101,"KARAĐORĐEVA 13-15, LOKAL 17",,Društvo sa ograničenom odgovornošću,4729,Ostala trgovina na malo hranom u specijalizovanim prodavnicama,Aktivan,Aktivan,C1,Malo,82950894,3164978,17,4931000,7887000,iva.office@fitsport.co.rs,Jovan Jevrić,1 mesečni
21090646,3/16/2015,ARMONIA DOO,Beograd (Stari Grad),11102,TRG REPUBLIKE 3/5,,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,A2,Malo,82705884,26066929,11,29479000,30591000,office@armoniabelgrade.com,Nenad Milovanović,1 mesečni
21119628,7/7/2015,DLIGHT DESIGN DOO,Beograd (Voždovac),11041,VOJVODE STEPE 463 A/4,63494445,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C3,Malo,81638900,5165954,11,6397000,8821000,office@dlight.rs,Dušan Nikitović,1 mesečni
21121932,7/16/2015,STORMS,Beograd (Zemun),11080,UGRINOVAČKA 23 I,114037968,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,E2,Malo,81494894,2088972,6,-685000,129000,office@storms.rs,Ranko Markanović,1 mesečni
21110892,6/2/2015,CTRS DOO BEOGRAD,Beograd (Stari Grad),11102,KNEZA MIHAILA 30 BROJ STANA: 514,,Društvo sa ograničenom odgovornošću,7022,Konsultantske aktivnosti u vezi s poslovanjem i ostalim upravljanjem,Aktivan,Aktivan,B2,Malo,80717915,4030892,2,6314000,6364000,info@ctrs.rs,Patricio Rafael Maler Bauer,1 mesečni
21153320,11/26/2015,PIVARA SALTO D.O.O,Beograd (Rakovica),11090,PATRIJARHA DIMITRIJA 24,,Društvo sa ograničenom odgovornošću,1105,Proizvodnja piva,Aktivan,Aktivan,C3,Malo,80595937,12602968,11,13357000,21558000,sef@salto.rs,Goran Milošević,1 mesečni
21157368,12/14/2015,AGRONOVA PNG DOO,Nova Gajdobra,21431,PROLETERSKA 69,216044760,Društvo sa ograničenom odgovornošću,111,"Gajenje žita (osim pirinča), leguminoza i uljarica",Aktivan,Aktivan,C3,Malo,80066898,75928,3,3385000,4150000,,Slavica Dražić,1 mesečni
21124443,7/29/2015,DESTILERIJA KOVAČEVIĆ D.O.O. LJUBOVIJA,Ljubovija,15320,MILANA TEŠIĆA 4,612290300,Društvo sa ograničenom odgovornošću,1101,"Destilacija, prečišćavanje i mešanje pića",Aktivan,Aktivan,C3,Malo,79907893,9318941,7,12647000,17811000,destilerija.pecara@gmail.com,Miloš Kovačević,1 mesečni
21085588,2/26/2015,FOUR DOTS DOO,Novi Sad,21101,SVETOZARA MILETIĆA 28,631105193,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,A3,Malo,79884927,4806933,26,5861000,5861000,office@fourdots.co,Nataša Bajić,1 mesečni
21123749,7/24/2015,ALL ADMINISTRATIVE SERVICES,Novi Sad,21101,KISAČKA 1,641908800,Društvo sa ograničenom odgovornošću,8211,Kombinovane kancelarijsko-administrativne usluge,Aktivan,Aktivan,D1,Malo,79048893,2180954,29,1860000,5776000,vradojicic@ncssubro.com,Zoran Jovanovski,1 mesečni
21136271,9/17/2015,SABBIADORO,Novi Sad,21102,TEODORA PAVLOVIĆA 41 A,,Društvo sa ograničenom odgovornošću,5610,Delatnosti restorana i pokretnih ugostiteljskih objekta,Aktivan,Aktivan,B3,Malo,76727916,121977,19,1778000,4719000,rajicbiljana00@gmail.com,Biljana Rajić,1 mesečni
21149837,11/12/2015,ANAMAN DOO,Novi Pazar,36316,VELJKA VLAHOVIĆA 26,20335340,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D2,Malo,75974958,1366948,2,1603000,1603000,minka_agencija@hotmail.com,Nedžat Numanović,1 mesečni
21110248,5/29/2015,DOBRIVOJE STOLARIJA D.O.O,Čenej,21138,PEJIĆEVI SALAŠI 1,695936100,Društvo sa ograničenom odgovornošću,1623,Proizvodnja ostale građevinske stolarije i elemenata,Aktivan,Aktivan,C2,Malo,75650973,5129981,16,9777000,10815000,dobrivoje.stolarijaoffice@gmail.com,Nebojša Vujović,1 mesečni
21085413,2/25/2015,MAFI GROUP,Beograd (Zvezdara),11050,BULEVAR KRALJA ALEKSANDRA 528,,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D1,Malo,75277892,8159976,7,18419000,27836000,office@mafi.rs,Marko Mitrović,1 mesečni
21105791,5/13/2015,CITY SAVOY DOO,Beograd (Zvezdara),11050,POP STOJANOVA 18,602223309,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,B3,Malo,73840990,5963906,19,9075000,16159000,ivicamanga@hotmail.com,Ivica Đorđević,1 mesečni
21146170,10/28/2015,CHERRY MARKETING SOLUTIONS DOO BEOGRAD,Beograd (Zemun),11080,CARA DUŠANA 212,,Društvo sa ograničenom odgovornošću,7311,Delatnost reklamnih agencija,Aktivan,Aktivan,C2,Malo,73113928,4717999,23,7997000,9360000,marija@cherrysolutions.rs,Marija Popović,1 mesečni
21089818,3/12/2015,SIBIR INVEST DOO,Veliko Gradište,12220,"OBALA KRALJA PETRA BB, KANCELARIJA BR.2",12531739,Društvo sa ograničenom odgovornošću,5222,Uslužne delatnosti u vodenom saobraćaju,Aktivan,Aktivan,D3,Malo,72859895,-31819924,3,-32366000,-32328000,sibirinvest.doo@gmail.com,Maja Ranđelović,1 mesečni
21094749,3/31/2015,MEDEST D.O.O,Beograd (Novi Beograd),11187,"MILENTIJA POPOVIĆA 43 SPRAT: 2, BROJ STANA: 6",,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B1,Malo,71352924,893918,6,5237000,5521000,b.radenovic@gimmed.com,Marija Gievska,1 mesečni
21110353,5/29/2015,GRADNJA-VLAJKINOVIĆ DOO VRŠAC,Vršac,26300,PATRIJAHA RAJAČIĆA 19,655105001,Društvo sa ograničenom odgovornošću,4110,Razrada građevinskih projekata,Aktivan,Aktivan,C3,Malo,70966954,1123930,1,340000,374000,,Mirela Vlajkinović,1 mesečni
21100374,4/22/2015,VNB KNITTING DOO,Grdelica (varoš),16220,ŽELEZNIČKA BB,,Društvo sa ograničenom odgovornošću,1413,Proizvodnja ostale odeće,Aktivan,Aktivan,C2,Malo,68954964,1984922,41,4099000,7727000,filipvnbknitting@gmail.com,Klaas Veijer,1 mesečni
21125237,8/3/2015,MLAMARMO DOO,Lukićevo,23261,BIRČANINOVA 57,,Društvo sa ograničenom odgovornošću,4211,Izgradnja puteva i autoputeva,Aktivan,Aktivan,E3,Malo,68641993,3929888,19,-1080000,17936000,mlamarmo@yahoo.com,Rajka Jović,1 mesečni
21079065,1/30/2015,ABAK DOO ČAČAK,Čačak,32102,ULICA 17 47,691112130,Društvo sa ograničenom odgovornošću,5229,Ostale prateće delatnosti u saobraćaju,Aktivan,Aktivan,D1,Malo,68454984,3957893,10,699000,6769000,abaksped@gmail.com,Slobodan Zajić,1 mesečni
21149101,11/10/2015,PRO-GRADNJA STOJANOVIĆ DOO,Beograd (Voždovac),11107,ĐORĐA KRATOVCA 5,638146963,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C2,Malo,68285903,5267895,13,11098000,12115000,progradnjast@gmail.com,Slaviša Stojanović,1 mesečni
21108502,5/22/2015,HIDROPUT JUG DOO,Niš (Pantelej),18103,SALVADORA DALIJA 48,659740979,Društvo sa ograničenom odgovornošću,4291,Izgradnja hidrotehničkih objekata,Aktivan,Aktivan,B1,Malo,67761902,5943987,14,7537000,13766000,info@hidroputjug.rs,Dimitrije Milinčić,1 mesečni
21072486,1/5/2015,ADVANCED BUSINESS SERVICES D.O.O,Beograd (Zvezdara),11120,BULEVAR KRALJA ALEKSANDRA 197B,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,B2,Malo,67705893,790922,5,2017000,2823000,office@abs-emea.com,Vladimir Bijelić,1 mesečni
21093351,3/25/2015,DOO EURO FRUITS SMS RAŠKA,Varevo,36350,IBARSKA 55A,641719270,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,D1,Malo,66619927,1289965,14,5663000,8306000,euro.fruits@mts.rs,Zoran Maksić,1 mesečni
21126837,8/10/2015,ROYAL-MOBIL D.O.O.,Šabac,15000,MASARIKOVA 122,63323240,Društvo sa ograničenom odgovornošću,4743,Trgovina na malo audio i video opremom u specijalizovanim prodavnicama,Aktivan,Aktivan,C2,Malo,66589930,5501891,17,6434000,6950000,info@royalmobil.rs,Zoran Bogdanović,1 mesečni
21078573,1/29/2015,ERATO DOO,Beograd (Zvezdara),11120,ŽIVOJINA ŽUJOVIĆA 14 2. SPRAT,112411361,Društvo sa ograničenom odgovornošću,7112,Inženjerske delatnosti i tehničko savetovanje,Aktivan,Aktivan,C1,Malo,66189899,540990,31,754000,755000,office@erato.rs,Živan Glišović,1 mesečni
21075540,1/20/2015,CUT-STEEL D.O.O,Borča,11211,"BORČANSKIH ŽRTAVA 1914 71 SPRAT: 1, BROJ STANA: 1",113328125,Društvo sa ograničenom odgovornošću,2599,Proizvodnja ostalih metalnih proizvoda,Aktivan,Aktivan,C1,Malo,64808890,1785961,7,2459000,6846000,sashaobradovic@gmail.com,Saša Obradović,1 mesečni
21112909,6/9/2015,EAST WEST INTERNATIONAL D.O.O,Beograd (Savski Venac),11102,KNEZA MILOŠA 79,63462509,Društvo sa ograničenom odgovornošću,4642,Trgovina na veliko odećom i obućom,Aktivan,Aktivan,D1,Malo,62816937,-7205948,3,-10009000,-9753000,vasnaobradovic.a-list@eunet.rs,Svetlana Kojić,1 mesečni
21073989,1/14/2015,NETNET TELEKOM DOO,Niš (Mediana),18000,VIZANTIJSKI BULEVAR 9/12,652007374,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C1,Malo,62339923,-19919997,14,-18836000,-14194000,office@netnet.rs,Aleksandra Krajnalić,1 mesečni
21122823,7/21/2015,E - M TIMES,Lipe,11310,MARŠALA TITA 57,628162530,Društvo sa ograničenom odgovornošću,4211,Izgradnja puteva i autoputeva,Aktivan,Aktivan,B3,Malo,62055894,6860988,12,5680000,11240000,emilitimes@gmail.com,Mirsad Redžić,1 mesečni
21087971,3/5/2015,BALKAN CONSULTING NETWORK DOO BEOGRAD,Beograd (Novi Beograd),11070,BULEVAR MIHAJLA PUPINA 165A,,Društvo sa ograničenom odgovornošću,8291,Delatnost agencija za naplatu potraživanja i kreditnih biroa,Aktivan,Aktivan,C3,Malo,61324965,18151963,7,33600000,33792000,office@bcn.rs,Petar Jakovljević,1 mesečni
21083127,2/18/2015,SACS AIRVENIK DOO,Opovo,26204,SVETOZARA MARKOVIĆA 21,13681063,Društvo sa ograničenom odgovornošću,2562,Mašinska obrada metala,Aktivan,Aktivan,C2,Malo,59361954,303948,43,540000,3348000,info@airvenik.com,Robert Petrović,1 mesečni
